item,cod_loja,semana_comercial,data_semana_comercial,venda,categoria_loja,localidade,loja_tamanho,clima
100342,38,202236,2022-09-04,33,fisica,br,GG,RIO
100342,10,202236,2022-09-04,56,fisica,br,GG,SUL
100342,13,202236,2022-09-04,102,fisica,br,GG,SUL
100342,281,202235,2022-08-28,11,fisica,br,P,SPO
100342,25,202235,2022-08-28,19,fisica,br,G,SPO
100342,83,202236,2022-09-04,29,fisica,br,M,NOR
100342,420,202235,2022-08-28,37,fisica,ar,G,ARG
100342,6,202235,2022-08-28,39,fisica,br,G,SPO
100342,129,202235,2022-08-28,23,fisica,br,P,SUL
100342,11,202235,2022-08-28,24,fisica,br,M,SUL
100342,152,202235,2022-08-28,11,fisica,br,P,RIO
100342,128,202235,2022-08-28,9,fisica,br,P,SPO
100342,215,202235,2022-08-28,3,fisica,br,M,RIO
100342,408,202235,2022-08-28,81,fisica,uy,G,URU
100342,35,202235,2022-08-28,34,fisica,br,G,SPO
100342,47,202236,2022-09-04,48,fisica,br,M,SPO
100342,56,202235,2022-08-28,36,fisica,br,M,RIO
100342,77,202235,2022-08-28,47,fisica,br,M,SPO
100342,226,202236,2022-09-04,9,fisica,br,P,SUL
100342,57,202235,2022-08-28,58,fisica,br,G,SUL
100342,160,202236,2022-09-04,22,fisica,br,P,SUL
100342,99,202236,2022-09-04,31,fisica,br,M,SUL
100342,151,202235,2022-08-28,31,fisica,br,G,SUL
100342,97,202236,2022-09-04,19,fisica,br,P,NOR
100342,392,202236,2022-09-04,50,fisica,br,M,SPO
100342,245,202235,2022-08-28,9,fisica,br,M,NOR
100342,341,202235,2022-08-28,11,fisica,br,P,SPO
100342,96,202235,2022-08-28,22,fisica,br,M,RIO
100342,103,202236,2022-09-04,56,fisica,br,M,SUL
100342,205,202236,2022-09-04,23,fisica,br,M,NOR
100342,123,202235,2022-08-28,4,fisica,br,P,RIO
100342,412,202235,2022-08-28,12,fisica,uy,M,URU
100342,131,202236,2022-09-04,6,fisica,br,P,RIO
100342,415,202236,2022-09-04,72,fisica,uy,G,URU
100342,41,202236,2022-09-04,49,fisica,br,G,RIO
100342,35,202236,2022-09-04,35,fisica,br,G,SPO
100342,243,202236,2022-09-04,2,fisica,br,PP,NOR
100342,184,202235,2022-08-28,45,fisica,br,G,SPO
100342,329,202236,2022-09-04,14,fisica,br,P,RIO
100342,72,202235,2022-08-28,39,fisica,br,G,NOR
100342,269,202235,2022-08-28,45,fisica,br,M,SPO
100342,39,202235,2022-08-28,23,fisica,br,M,RIO
100342,8,202236,2022-09-04,15,fisica,br,P,SUL
100342,59,202235,2022-08-28,30,fisica,br,M,RIO
100342,33,202236,2022-09-04,79,fisica,br,G,SUL
100342,42,202236,2022-09-04,19,fisica,br,P,SPO
100342,15,202236,2022-09-04,27,fisica,br,M,SPO
100342,224,202235,2022-08-28,22,fisica,br,M,RIO
100342,407,202236,2022-09-04,95,web,br,GG,W
100342,341,202236,2022-09-04,11,fisica,br,P,SPO
100342,89,202236,2022-09-04,93,fisica,br,G,SPO
100342,39,202236,2022-09-04,31,fisica,br,M,RIO
100342,4,202236,2022-09-04,51,fisica,br,G,SPO
100342,293,202235,2022-08-28,14,fisica,br,M,NOR
100342,12,202235,2022-08-28,50,fisica,br,G,SUL
100342,342,202235,2022-08-28,22,fisica,br,P,SPO
100342,370,202236,2022-09-04,3,fisica,br,PP,SUL
100342,259,202236,2022-09-04,12,fisica,br,M,NOR
100342,138,202236,2022-09-04,38,fisica,br,G,SPO
100342,273,202236,2022-09-04,6,fisica,br,P,RIO
100342,11,202236,2022-09-04,17,fisica,br,M,SUL
100342,370,202235,2022-08-28,9,fisica,br,PP,SUL
100342,312,202235,2022-08-28,12,fisica,br,M,SUL
100342,393,202235,2022-08-28,16,fisica,br,PP,RIO
100342,256,202236,2022-09-04,4,fisica,br,PP,NOR
100342,55,202235,2022-08-28,51,fisica,br,G,SPO
100342,137,202235,2022-08-28,1,fisica,br,P,RIO
100342,112,202235,2022-08-28,15,fisica,br,M,NOR
100342,327,202236,2022-09-04,27,fisica,br,P,RIO
100342,394,202235,2022-08-28,6,fisica,br,P,SUL
100342,26,202236,2022-09-04,86,fisica,br,G,SPO
100342,85,202235,2022-08-28,35,fisica,br,GG,NOR
100342,49,202236,2022-09-04,51,fisica,br,GG,RIO
100342,146,202235,2022-08-28,31,fisica,br,G,NOR
100342,131,202235,2022-08-28,13,fisica,br,P,RIO
100342,187,202235,2022-08-28,25,fisica,br,M,SPO
100342,167,202236,2022-09-04,50,fisica,br,M,SUL
100342,392,202235,2022-08-28,39,fisica,br,M,SPO
100342,105,202235,2022-08-28,17,fisica,br,M,RIO
100342,65,202235,2022-08-28,38,fisica,br,M,SUL
100342,14,202235,2022-08-28,18,fisica,br,M,SPO
100342,315,202236,2022-09-04,4,fisica,br,P,NOR
100342,185,202236,2022-09-04,24,fisica,br,M,RIO
100342,77,202236,2022-09-04,34,fisica,br,M,SPO
100342,177,202235,2022-08-28,13,fisica,br,P,NOR
100342,311,202235,2022-08-28,28,fisica,br,G,SUL
100342,34,202236,2022-09-04,22,fisica,br,G,SPO
100342,24,202236,2022-09-04,42,fisica,br,P,SPO
100342,94,202235,2022-08-28,5,fisica,br,M,RIO
100342,46,202235,2022-08-28,23,fisica,br,G,NOR
100342,27,202235,2022-08-28,20,fisica,br,M,RIO
100342,67,202235,2022-08-28,19,fisica,br,M,SUL
100342,19,202236,2022-09-04,68,fisica,br,GG,SPO
100342,227,202236,2022-09-04,25,fisica,br,PP,SUL
100342,85,202236,2022-09-04,17,fisica,br,GG,NOR
100342,387,202236,2022-09-04,4,fisica,br,P,GS
100342,3,202236,2022-09-04,1,fisica,br,P,SUL
100342,267,202236,2022-09-04,7,fisica,br,M,RIO
100342,375,202235,2022-08-28,13,fisica,br,P,RIO
100342,145,202235,2022-08-28,12,fisica,br,M,NOR
100342,417,202236,2022-09-04,22,fisica,ar,G,ARG
100342,262,202235,2022-08-28,4,fisica,br,PP,SPO
100342,80,202236,2022-09-04,42,fisica,br,G,NOR
100342,75,202236,2022-09-04,19,fisica,br,M,RIO
100342,255,202235,2022-08-28,13,fisica,br,P,RIO
100342,68,202236,2022-09-04,38,fisica,br,M,SUL
100342,264,202236,2022-09-04,7,fisica,br,M,NOR
100342,261,202235,2022-08-28,25,fisica,br,P,SPO
100342,114,202235,2022-08-28,50,fisica,br,GG,SUL
100342,217,202235,2022-08-28,2,fisica,br,M,NOR
100342,237,202236,2022-09-04,15,fisica,br,P,SPO
100342,295,202235,2022-08-28,18,fisica,br,M,NOR
100342,157,202236,2022-09-04,25,fisica,br,M,SPO
100342,247,202236,2022-09-04,6,fisica,br,P,NOR
100342,139,202235,2022-08-28,13,fisica,br,M,SPO
100342,286,202235,2022-08-28,31,fisica,br,P,SPO
100342,104,202236,2022-09-04,23,fisica,br,M,NOR
100342,214,202236,2022-09-04,12,fisica,br,P,RIO
100342,251,202236,2022-09-04,4,fisica,br,P,RIO
100342,113,202236,2022-09-04,36,fisica,br,M,SPO
100342,191,202236,2022-09-04,11,fisica,br,P,RIO
100342,219,202236,2022-09-04,9,fisica,br,PP,RIO
100342,316,202235,2022-08-28,12,fisica,br,M,NOR
100342,220,202235,2022-08-28,14,fisica,br,PP,SPO
100342,207,202235,2022-08-28,4,fisica,br,M,RIO
100342,418,202235,2022-08-28,15,fisica,ar,G,ARG
100342,384,202236,2022-09-04,5,fisica,br,P,SUL
100342,253,202235,2022-08-28,22,fisica,br,M,RIO
100342,182,202236,2022-09-04,6,fisica,br,P,NOR
100342,277,202236,2022-09-04,5,fisica,br,P,SPO
100342,385,202235,2022-08-28,12,fisica,br,P,SPO
100342,278,202235,2022-08-28,14,fisica,br,P,RIO
100342,374,202235,2022-08-28,7,fisica,br,PP,SUL
100342,116,202236,2022-09-04,15,fisica,br,P,SUL
100342,161,202235,2022-08-28,19,fisica,br,M,SPO
100342,259,202235,2022-08-28,14,fisica,br,M,NOR
100342,236,202236,2022-09-04,25,fisica,br,M,RIO
100342,199,202236,2022-09-04,5,fisica,br,P,SPO
100342,352,202235,2022-08-28,6,fisica,br,P,SUL
100342,235,202235,2022-08-28,9,fisica,br,M,NOR
100342,296,202235,2022-08-28,12,fisica,br,P,RIO
100342,301,202236,2022-09-04,11,fisica,br,M,RIO
100342,313,202235,2022-08-28,7,fisica,br,P,SPO
100342,127,202235,2022-08-28,4,fisica,br,M,RIO
100342,16,202236,2022-09-04,11,fisica,br,P,SPO
100342,169,202235,2022-08-28,11,fisica,br,P,RIO
100342,93,202235,2022-08-28,27,fisica,br,M,SPO
100342,92,202236,2022-09-04,56,fisica,br,GG,SPO
100342,337,202236,2022-09-04,3,fisica,br,P,NOR
100342,294,202235,2022-08-28,25,fisica,br,M,SPO
100342,265,202236,2022-09-04,23,fisica,br,M,NOR
100342,5,202235,2022-08-28,29,fisica,br,M,SUL
100342,132,202235,2022-08-28,9,fisica,br,P,SUL
100342,168,202235,2022-08-28,18,fisica,br,M,RIO
100342,181,202235,2022-08-28,46,fisica,br,M,SPO
100342,62,202235,2022-08-28,12,fisica,br,P,SPO
100342,79,202236,2022-09-04,6,fisica,br,P,RIO
100342,160,202235,2022-08-28,19,fisica,br,P,SUL
100342,140,202235,2022-08-28,13,fisica,br,M,RIO
100342,190,202235,2022-08-28,4,fisica,br,M,RIO
100342,349,202235,2022-08-28,7,fisica,br,PP,SPO
100342,178,202236,2022-09-04,14,fisica,br,M,NOR
100342,64,202236,2022-09-04,18,fisica,br,P,SPO
100342,400,202236,2022-09-04,1,fisica,br,PP,GS
100342,109,202236,2022-09-04,16,fisica,br,M,RIO
100342,227,202235,2022-08-28,12,fisica,br,PP,SUL
100342,350,202235,2022-08-28,14,fisica,br,M,RIO
100342,218,202235,2022-08-28,12,fisica,br,M,NOR
100342,170,202235,2022-08-28,25,fisica,br,P,RIO
100342,52,202236,2022-09-04,15,fisica,br,M,RIO
100342,369,202235,2022-08-28,5,fisica,br,PP,NOR
100342,344,202236,2022-09-04,4,fisica,br,P,SPO
100342,218,202236,2022-09-04,9,fisica,br,M,NOR
100342,269,202236,2022-09-04,35,fisica,br,M,SPO
100342,293,202236,2022-09-04,9,fisica,br,M,NOR
100342,124,202235,2022-08-28,16,fisica,br,M,NOR
100342,15,202235,2022-08-28,29,fisica,br,M,SPO
100342,200,202235,2022-08-28,7,fisica,br,PP,RIO
100342,304,202236,2022-09-04,7,fisica,br,M,SUL
100342,321,202236,2022-09-04,9,fisica,br,P,SPO
100342,318,202235,2022-08-28,7,fisica,br,M,SPO
100342,317,202235,2022-08-28,14,fisica,br,M,NOR
100342,125,202235,2022-08-28,34,fisica,br,M,SPO
100342,267,202235,2022-08-28,7,fisica,br,M,RIO
100342,152,202236,2022-09-04,9,fisica,br,P,RIO
100342,86,202236,2022-09-04,19,fisica,br,M,RIO
100342,198,202236,2022-09-04,16,fisica,br,PP,SPO
100342,306,202235,2022-08-28,3,fisica,br,P,RIO
100342,285,202236,2022-09-04,5,fisica,br,P,RIO
100342,198,202235,2022-08-28,11,fisica,br,PP,SPO
100342,81,202236,2022-09-04,1,fisica,br,PP,NOR
100342,357,202236,2022-09-04,1,fisica,br,P,SPO
100342,251,202235,2022-08-28,5,fisica,br,P,RIO
100342,387,202235,2022-08-28,8,fisica,br,P,GS
100342,348,202236,2022-09-04,16,fisica,br,G,SPO
100342,204,202236,2022-09-04,6,fisica,br,PP,NOR
100342,353,202235,2022-08-28,5,fisica,br,P,RIO
100342,126,202236,2022-09-04,5,fisica,br,M,RIO
100342,246,202236,2022-09-04,9,fisica,br,M,RIO
100342,121,202235,2022-08-28,3,fisica,br,P,RIO
100342,371,202235,2022-08-28,4,fisica,br,P,NOR
100342,180,202239,2022-09-25,5,fisica,br,P,SPO
100342,65,202239,2022-09-25,15,fisica,br,M,SUL
100342,407,202239,2022-09-25,67,web,br,GG,W
100342,331,202241,2022-10-09,6,fisica,br,P,NOR
100342,259,202242,2022-10-16,14,fisica,br,M,NOR
100342,185,202237,2022-09-11,38,fisica,br,M,RIO
100342,70,202238,2022-09-18,16,fisica,br,M,NOR
100342,298,202239,2022-09-25,11,fisica,br,M,NOR
100342,73,202240,2022-10-02,1,fisica,br,G,RIO
100342,87,202237,2022-09-11,8,fisica,br,M,NOR
100342,38,202238,2022-09-18,58,fisica,br,GG,RIO
100342,389,202238,2022-09-18,7,fisica,br,PP,SUL
100342,69,202239,2022-09-25,30,fisica,br,G,NOR
100342,78,202239,2022-09-25,15,fisica,br,M,SPO
100342,82,202237,2022-09-11,41,fisica,br,M,SPO
100342,161,202237,2022-09-11,27,fisica,br,M,SPO
100342,375,202238,2022-09-18,13,fisica,br,P,RIO
100342,121,202238,2022-09-18,3,fisica,br,P,RIO
100342,32,202237,2022-09-11,38,fisica,br,M,RIO
100342,276,202237,2022-09-11,18,fisica,br,P,SPO
100342,241,202237,2022-09-11,-1,fisica,br,P,RIO
100342,290,202237,2022-09-11,44,fisica,br,G,SUL
100342,406,202238,2022-09-18,1197,web,br,GG,W
100342,141,202238,2022-09-18,41,fisica,br,M,SPO
100342,406,202240,2022-10-02,870,web,br,GG,W
100342,206,202237,2022-09-11,40,fisica,br,M,SPO
100342,140,202240,2022-10-02,13,fisica,br,M,RIO
100342,275,202237,2022-09-11,3,fisica,br,P,SUL
100342,203,202242,2022-10-16,8,fisica,br,M,NOR
100342,310,202237,2022-09-11,5,fisica,br,PP,RIO
100342,328,202239,2022-09-25,15,fisica,br,M,NOR
100342,22,202239,2022-09-25,33,fisica,br,M,SPO
100342,10,202241,2022-10-09,15,fisica,br,GG,SUL
100342,113,202238,2022-09-18,34,fisica,br,M,SPO
100342,42,202240,2022-10-02,16,fisica,br,P,SPO
100342,98,202237,2022-09-11,34,fisica,br,G,SPO
100342,25,202237,2022-09-11,30,fisica,br,G,SPO
100342,198,202237,2022-09-11,16,fisica,br,PP,SPO
100342,48,202238,2022-09-18,15,fisica,br,G,RIO
100342,43,202238,2022-09-18,28,fisica,br,M,SPO
100342,19,202241,2022-10-09,9,fisica,br,GG,SPO
100342,340,202238,2022-09-18,15,fisica,br,P,NOR
100342,71,202239,2022-09-25,23,fisica,br,M,SPO
100342,26,202237,2022-09-11,104,fisica,br,G,SPO
100342,68,202239,2022-09-25,13,fisica,br,M,SUL
100342,53,202239,2022-09-25,55,fisica,br,G,RIO
100342,291,202239,2022-09-25,25,fisica,br,P,SPO
100342,410,202240,2022-10-02,29,fisica,uy,G,URU
100342,99,202239,2022-09-25,13,fisica,br,M,SUL
100342,216,202240,2022-10-02,22,fisica,br,M,NOR
100342,85,202240,2022-10-02,3,fisica,br,GG,NOR
100342,76,202241,2022-10-09,28,fisica,br,G,SPO
100342,1,202237,2022-09-11,56,fisica,br,G,SUL
100342,26,202239,2022-09-25,85,fisica,br,G,SPO
100342,139,202241,2022-10-09,12,fisica,br,M,SPO
100342,151,202238,2022-09-18,37,fisica,br,G,SUL
100342,19,202237,2022-09-11,47,fisica,br,GG,SPO
100342,163,202238,2022-09-18,9,fisica,br,M,SPO
100342,118,202241,2022-10-09,13,fisica,br,M,SPO
100342,99,202238,2022-09-18,11,fisica,br,M,SUL
100342,36,202239,2022-09-25,35,fisica,br,G,SPO
100342,69,202241,2022-10-09,40,fisica,br,G,NOR
100342,358,202237,2022-09-11,20,fisica,br,M,RIO
100342,64,202237,2022-09-11,31,fisica,br,P,SPO
100342,173,202238,2022-09-18,11,fisica,br,P,SPO
100342,102,202238,2022-09-18,41,fisica,br,M,SPO
100342,81,202241,2022-10-09,4,fisica,br,PP,NOR
100342,110,202239,2022-09-25,22,fisica,br,PP,RIO
100342,412,202241,2022-10-09,11,fisica,uy,M,URU
100342,124,202241,2022-10-09,35,fisica,br,M,NOR
100342,206,202241,2022-10-09,12,fisica,br,M,SPO
100342,181,202237,2022-09-11,56,fisica,br,M,SPO
100342,414,202242,2022-10-16,29,fisica,uy,G,URU
100342,131,202242,2022-10-16,4,fisica,br,P,RIO
100342,114,202239,2022-09-25,15,fisica,br,GG,SUL
100342,407,202240,2022-10-02,38,web,br,GG,W
100342,102,202239,2022-09-25,53,fisica,br,M,SPO
100342,214,202239,2022-09-25,5,fisica,br,P,RIO
100342,26,202238,2022-09-18,90,fisica,br,G,SPO
100342,323,202239,2022-09-25,3,fisica,br,P,NOR
100342,149,202237,2022-09-11,205,fisica,br,GG,SPO
100342,35,202237,2022-09-11,23,fisica,br,G,SPO
100342,253,202239,2022-09-25,18,fisica,br,M,RIO
100342,123,202239,2022-09-25,14,fisica,br,P,RIO
100342,408,202242,2022-10-16,48,fisica,uy,G,URU
100342,144,202237,2022-09-11,30,fisica,br,M,SUL
100342,223,202237,2022-09-11,24,fisica,br,M,RIO
100342,413,202238,2022-09-18,33,fisica,uy,G,URU
100342,299,202241,2022-10-09,7,fisica,br,M,RIO
100342,55,202241,2022-10-09,47,fisica,br,G,SPO
100342,6,202238,2022-09-18,18,fisica,br,G,SPO
100342,419,202240,2022-10-02,27,fisica,ar,G,ARG
100342,123,202240,2022-10-02,7,fisica,br,P,RIO
100342,11,202241,2022-10-09,27,fisica,br,M,SUL
100342,18,202238,2022-09-18,17,fisica,br,G,SPO
100342,67,202238,2022-09-18,19,fisica,br,M,SUL
100342,89,202239,2022-09-25,57,fisica,br,G,SPO
100342,223,202240,2022-10-02,5,fisica,br,M,RIO
100342,307,202237,2022-09-11,41,fisica,br,M,SUL
100342,295,202241,2022-10-09,39,fisica,br,M,NOR
100342,1,202238,2022-09-18,60,fisica,br,G,SUL
100342,111,202237,2022-09-11,28,fisica,br,M,RIO
100342,101,202239,2022-09-25,11,fisica,br,M,SPO
100342,45,202240,2022-10-02,2,fisica,br,M,SPO
100342,80,202240,2022-10-02,22,fisica,br,G,NOR
100342,186,202238,2022-09-18,18,fisica,br,G,SPO
100342,24,202239,2022-09-25,39,fisica,br,P,SPO
100342,338,202237,2022-09-11,9,fisica,br,P,RIO
100342,151,202241,2022-10-09,26,fisica,br,G,SUL
100342,333,202238,2022-09-18,9,fisica,br,P,SPO
100342,350,202238,2022-09-18,13,fisica,br,M,RIO
100342,184,202239,2022-09-25,37,fisica,br,G,SPO
100342,55,202238,2022-09-18,59,fisica,br,G,SPO
100342,62,202239,2022-09-25,14,fisica,br,P,SPO
100342,234,202240,2022-10-02,3,fisica,br,P,RIO
100342,114,202237,2022-09-11,31,fisica,br,GG,SUL
100342,184,202238,2022-09-18,36,fisica,br,G,SPO
100342,27,202240,2022-10-02,12,fisica,br,M,RIO
100342,55,202242,2022-10-16,13,fisica,br,G,SPO
100342,407,202238,2022-09-18,68,web,br,GG,W
100342,39,202239,2022-09-25,18,fisica,br,M,RIO
100342,53,202237,2022-09-11,13,fisica,br,G,RIO
100342,418,202241,2022-10-09,33,fisica,ar,G,ARG
100342,381,202240,2022-10-02,1,fisica,br,M,RIO
100342,57,202238,2022-09-18,28,fisica,br,G,SUL
100342,27,202238,2022-09-18,31,fisica,br,M,RIO
100342,419,202238,2022-09-18,19,fisica,ar,G,ARG
100342,44,202241,2022-10-09,73,fisica,br,GG,SPO
100342,307,202238,2022-09-18,20,fisica,br,M,SUL
100342,45,202238,2022-09-18,12,fisica,br,M,SPO
100342,112,202239,2022-09-25,6,fisica,br,M,NOR
100342,93,202240,2022-10-02,13,fisica,br,M,SPO
100342,162,202238,2022-09-18,22,fisica,br,M,RIO
100342,29,202240,2022-10-02,14,fisica,br,M,RIO
100342,13,202238,2022-09-18,46,fisica,br,GG,SUL
100342,135,202239,2022-09-25,14,fisica,br,M,SPO
100342,178,202242,2022-10-16,9,fisica,br,M,NOR
100342,320,202240,2022-10-02,7,fisica,br,M,SPO
100342,218,202241,2022-10-09,34,fisica,br,M,NOR
100342,100,202239,2022-09-25,41,fisica,br,GG,SUL
100342,249,202239,2022-09-25,7,fisica,br,M,NOR
100342,420,202240,2022-10-02,20,fisica,ar,G,ARG
100342,334,202241,2022-10-09,16,fisica,br,P,SPO
100342,124,202242,2022-10-16,27,fisica,br,M,NOR
100342,62,202237,2022-09-11,6,fisica,br,P,SPO
100342,172,202238,2022-09-18,18,fisica,br,G,SPO
100342,69,202237,2022-09-11,35,fisica,br,G,NOR
100342,46,202239,2022-09-25,12,fisica,br,G,NOR
100342,364,202240,2022-10-02,2,fisica,br,PP,SPO
100342,21,202238,2022-09-18,35,fisica,br,G,SPO
100342,280,202240,2022-10-02,1,fisica,br,P,SPO
100342,415,202240,2022-10-02,25,fisica,uy,G,URU
100342,406,202237,2022-09-11,1160,web,br,GG,W
100342,221,202237,2022-09-11,83,fisica,br,G,SPO
100342,226,202240,2022-10-02,5,fisica,br,P,SUL
100342,95,202238,2022-09-18,19,fisica,br,M,RIO
100342,268,202242,2022-10-16,7,fisica,br,M,SPO
100342,217,202238,2022-09-18,7,fisica,br,M,NOR
100342,145,202242,2022-10-16,1,fisica,br,M,NOR
100342,43,202240,2022-10-02,23,fisica,br,M,SPO
100342,393,202237,2022-09-11,5,fisica,br,PP,RIO
100342,167,202239,2022-09-25,8,fisica,br,M,SUL
100342,359,202237,2022-09-11,3,fisica,br,P,NOR
100342,99,202237,2022-09-11,26,fisica,br,M,SUL
100342,75,202237,2022-09-11,16,fisica,br,M,RIO
100342,204,202237,2022-09-11,1,fisica,br,PP,NOR
100342,406,202241,2022-10-09,721,web,br,GG,W
100342,102,202240,2022-10-02,23,fisica,br,M,SPO
100342,325,202238,2022-09-18,8,fisica,br,P,SUL
100342,49,202239,2022-09-25,13,fisica,br,GG,RIO
100342,324,202239,2022-09-25,8,fisica,br,PP,NOR
100342,150,202237,2022-09-11,49,fisica,br,G,RIO
100342,218,202237,2022-09-11,6,fisica,br,M,NOR
100342,414,202237,2022-09-11,37,fisica,uy,G,URU
100342,269,202240,2022-10-02,17,fisica,br,M,SPO
100342,130,202237,2022-09-11,8,fisica,br,M,SPO
100342,62,202240,2022-10-02,9,fisica,br,P,SPO
100342,272,202242,2022-10-16,7,fisica,br,P,RIO
100342,113,202240,2022-10-02,25,fisica,br,M,SPO
100342,412,202238,2022-09-18,15,fisica,uy,M,URU
100342,78,202242,2022-10-16,15,fisica,br,M,SPO
100342,349,202241,2022-10-09,12,fisica,br,PP,SPO
100342,250,202238,2022-09-18,16,fisica,br,P,SPO
100342,100,202238,2022-09-18,35,fisica,br,GG,SUL
100342,74,202241,2022-10-09,5,fisica,br,G,NOR
100342,214,202242,2022-10-16,1,fisica,br,P,RIO
100342,28,202240,2022-10-02,12,fisica,br,G,RIO
100342,177,202237,2022-09-11,2,fisica,br,P,NOR
100342,34,202238,2022-09-18,29,fisica,br,G,SPO
100342,107,202238,2022-09-18,9,fisica,br,M,NOR
100342,19,202240,2022-10-02,19,fisica,br,GG,SPO
100342,170,202242,2022-10-16,13,fisica,br,P,RIO
100342,411,202237,2022-09-11,40,fisica,uy,G,URU
100342,57,202237,2022-09-11,52,fisica,br,G,SUL
100342,153,202240,2022-10-02,2,fisica,br,P,RIO
100342,369,202240,2022-10-02,5,fisica,br,PP,NOR
100342,49,202241,2022-10-09,24,fisica,br,GG,RIO
100342,335,202241,2022-10-09,7,fisica,br,PP,NOR
100342,298,202238,2022-09-18,14,fisica,br,M,NOR
100342,191,202241,2022-10-09,4,fisica,br,P,RIO
100342,91,202238,2022-09-18,5,fisica,br,P,SPO
100342,250,202240,2022-10-02,3,fisica,br,P,SPO
100342,18,202239,2022-09-25,6,fisica,br,G,SPO
100342,142,202241,2022-10-09,8,fisica,br,P,NOR
100342,123,202237,2022-09-11,9,fisica,br,P,RIO
100342,209,202237,2022-09-11,7,fisica,br,M,NOR
100342,30,202239,2022-09-25,26,fisica,br,GG,RIO
100342,96,202240,2022-10-02,17,fisica,br,M,RIO
100342,228,202238,2022-09-18,5,fisica,br,M,NOR
100342,117,202237,2022-09-11,52,fisica,br,G,SPO
100342,210,202242,2022-10-16,8,fisica,br,M,SUL
100342,221,202238,2022-09-18,48,fisica,br,G,SPO
100342,208,202242,2022-10-16,7,fisica,br,M,NOR
100342,356,202240,2022-10-02,2,fisica,br,P,NOR
100342,103,202241,2022-10-09,15,fisica,br,M,SUL
100342,14,202239,2022-09-25,24,fisica,br,M,SPO
100342,150,202241,2022-10-09,13,fisica,br,G,RIO
100342,375,202240,2022-10-02,15,fisica,br,P,RIO
100342,170,202240,2022-10-02,6,fisica,br,P,RIO
100342,357,202240,2022-10-02,4,fisica,br,P,SPO
100342,222,202239,2022-09-25,13,fisica,br,M,SPO
100342,220,202239,2022-09-25,7,fisica,br,PP,SPO
100342,96,202242,2022-10-16,-1,fisica,br,M,RIO
100342,215,202238,2022-09-18,9,fisica,br,M,RIO
100342,408,202237,2022-09-11,68,fisica,uy,G,URU
100342,92,202237,2022-09-11,50,fisica,br,GG,SPO
100342,333,202240,2022-10-02,3,fisica,br,P,SPO
100342,159,202237,2022-09-11,6,fisica,br,M,NOR
100342,162,202239,2022-09-25,16,fisica,br,M,RIO
100342,178,202239,2022-09-25,9,fisica,br,M,NOR
100342,91,202240,2022-10-02,2,fisica,br,P,SPO
100342,119,202238,2022-09-18,20,fisica,br,M,SUL
100342,168,202238,2022-09-18,4,fisica,br,M,RIO
100342,293,202242,2022-10-16,16,fisica,br,M,NOR
100342,41,202237,2022-09-11,41,fisica,br,G,RIO
100342,249,202237,2022-09-11,12,fisica,br,M,NOR
100342,268,202238,2022-09-18,13,fisica,br,M,SPO
100342,247,202242,2022-10-16,7,fisica,br,P,NOR
100342,269,202239,2022-09-25,33,fisica,br,M,SPO
100342,125,202242,2022-10-16,12,fisica,br,M,SPO
100342,149,202241,2022-10-09,31,fisica,br,GG,SPO
100342,116,202242,2022-10-16,8,fisica,br,P,SUL
