item,cod_loja,semana_comercial,data_semana_comercial,venda,categoria_loja,localidade,loja_tamanho,clima
100342,10,202225,2022-06-19,159,fisica,br,GG,SUL
100342,114,202225,2022-06-19,118,fisica,br,GG,SUL
100342,147,202218,2022-05-01,80,fisica,br,M,RIO
100342,265,202220,2022-05-15,299,fisica,br,M,NOR
100342,225,202221,2022-05-22,56,fisica,br,M,SUL
100342,284,202223,2022-06-05,57,fisica,br,M,NOR
100342,338,202224,2022-06-12,46,fisica,br,P,RIO
100342,151,202218,2022-05-01,117,fisica,br,G,SUL
100342,125,202218,2022-05-01,66,fisica,br,M,SPO
100342,60,202220,2022-05-15,430,fisica,br,GG,SPO
100342,159,202220,2022-05-15,51,fisica,br,M,NOR
100342,7,202220,2022-05-15,41,fisica,br,P,SUL
100342,259,202222,2022-05-29,24,fisica,br,M,NOR
100342,28,202223,2022-06-05,157,fisica,br,G,RIO
100342,290,202225,2022-06-19,118,fisica,br,G,SUL
100342,3,202225,2022-06-19,36,fisica,br,P,SUL
100342,18,202222,2022-05-29,124,fisica,br,G,SPO
100342,345,202222,2022-05-29,9,fisica,br,PP,RIO
100342,200,202218,2022-05-01,24,fisica,br,PP,RIO
100342,348,202219,2022-05-08,58,fisica,br,G,SPO
100342,31,202220,2022-05-15,207,fisica,br,G,SPO
100342,102,202222,2022-05-29,53,fisica,br,M,SPO
100342,290,202223,2022-06-05,206,fisica,br,G,SUL
100342,175,202224,2022-06-12,108,fisica,br,M,SPO
100342,407,202224,2022-06-12,129,web,br,GG,W
100342,44,202224,2022-06-12,271,fisica,br,GG,SPO
100342,82,202224,2022-06-12,170,fisica,br,M,SPO
100342,305,202224,2022-06-12,14,fisica,br,PP,NOR
100342,392,202225,2022-06-19,44,fisica,br,M,SPO
100342,345,202225,2022-06-19,9,fisica,br,PP,RIO
100342,271,202218,2022-05-01,26,fisica,br,PP,RIO
100342,138,202220,2022-05-15,165,fisica,br,G,SPO
100342,83,202220,2022-05-15,77,fisica,br,M,NOR
100342,357,202221,2022-05-22,46,fisica,br,P,SPO
100342,418,202221,2022-05-22,72,fisica,ar,G,ARG
100342,367,202222,2022-05-29,24,fisica,br,P,SPO
100342,87,202223,2022-06-05,70,fisica,br,M,NOR
100342,12,202223,2022-06-05,194,fisica,br,G,SUL
100342,207,202224,2022-06-12,42,fisica,br,M,RIO
100342,225,202224,2022-06-12,58,fisica,br,M,SUL
100342,67,202225,2022-06-19,39,fisica,br,M,SUL
100342,163,202218,2022-05-01,93,fisica,br,M,SPO
100342,250,202220,2022-05-15,50,fisica,br,P,SPO
100342,158,202221,2022-05-22,81,fisica,br,M,NOR
100342,43,202222,2022-05-29,74,fisica,br,M,SPO
100342,212,202223,2022-06-05,27,fisica,br,P,RIO
100342,65,202224,2022-06-12,88,fisica,br,M,SUL
100342,39,202225,2022-06-19,27,fisica,br,M,RIO
100342,62,202225,2022-06-19,24,fisica,br,P,SPO
100342,292,202225,2022-06-19,39,fisica,br,M,SPO
100342,15,202225,2022-06-19,44,fisica,br,M,SPO
100342,38,202219,2022-05-08,137,fisica,br,GG,RIO
100342,47,202220,2022-05-15,171,fisica,br,M,SPO
100342,217,202220,2022-05-15,37,fisica,br,M,NOR
100342,280,202222,2022-05-29,28,fisica,br,P,SPO
100342,268,202222,2022-05-29,62,fisica,br,M,SPO
100342,222,202218,2022-05-01,57,fisica,br,M,SPO
100342,163,202222,2022-05-29,59,fisica,br,M,SPO
100342,94,202222,2022-05-29,34,fisica,br,M,RIO
100342,308,202223,2022-06-05,9,fisica,br,PP,SPO
100342,26,202225,2022-06-19,81,fisica,br,G,SPO
100342,27,202218,2022-05-01,38,fisica,br,M,RIO
100342,287,202218,2022-05-01,13,fisica,br,P,NOR
100342,37,202219,2022-05-08,226,fisica,br,GG,RIO
100342,185,202220,2022-05-15,156,fisica,br,M,RIO
100342,76,202222,2022-05-29,105,fisica,br,G,SPO
100342,376,202223,2022-06-05,33,fisica,br,PP,SUL
100342,17,202224,2022-06-12,92,fisica,br,M,SUL
100342,33,202218,2022-05-01,53,fisica,br,G,SUL
100342,43,202218,2022-05-01,97,fisica,br,M,SPO
100342,311,202224,2022-06-12,71,fisica,br,G,SUL
100342,113,202225,2022-06-19,63,fisica,br,M,SPO
100342,354,202218,2022-05-01,104,fisica,br,P,SUL
100342,102,202219,2022-05-08,100,fisica,br,M,SPO
100342,1,202220,2022-05-15,190,fisica,br,G,SUL
100342,28,202222,2022-05-29,82,fisica,br,G,RIO
100342,33,202223,2022-06-05,134,fisica,br,G,SUL
100342,155,202219,2022-05-08,25,fisica,br,M,NOR
100342,17,202219,2022-05-08,113,fisica,br,M,SUL
100342,45,202220,2022-05-15,103,fisica,br,M,SPO
100342,211,202220,2022-05-15,68,fisica,br,P,SPO
100342,134,202221,2022-05-22,73,fisica,br,M,SPO
100342,286,202221,2022-05-22,25,fisica,br,P,SPO
100342,38,202223,2022-06-05,93,fisica,br,GG,RIO
100342,206,202223,2022-06-05,102,fisica,br,M,SPO
100342,4,202224,2022-06-12,154,fisica,br,G,SPO
100342,162,202219,2022-05-08,81,fisica,br,M,RIO
100342,410,202220,2022-05-15,89,fisica,uy,G,URU
100342,331,202222,2022-05-29,8,fisica,br,P,NOR
100342,30,202224,2022-06-12,146,fisica,br,GG,RIO
100342,82,202218,2022-05-01,119,fisica,br,M,SPO
100342,409,202219,2022-05-08,60,fisica,uy,G,URU
100342,34,202219,2022-05-08,206,fisica,br,G,SPO
100342,202,202219,2022-05-08,140,fisica,br,M,SPO
100342,290,202221,2022-05-22,118,fisica,br,G,SUL
100342,11,202222,2022-05-29,103,fisica,br,M,SUL
100342,130,202225,2022-06-19,24,fisica,br,M,SPO
100342,44,202220,2022-05-15,359,fisica,br,GG,SPO
100342,86,202220,2022-05-15,192,fisica,br,M,RIO
100342,148,202220,2022-05-15,228,fisica,br,M,NOR
100342,125,202221,2022-05-22,67,fisica,br,M,SPO
100342,417,202222,2022-05-29,85,fisica,ar,G,ARG
100342,129,202223,2022-06-05,55,fisica,br,P,SUL
100342,349,202224,2022-06-12,30,fisica,br,PP,SPO
100342,86,202224,2022-06-12,75,fisica,br,M,RIO
100342,381,202220,2022-05-15,35,fisica,br,M,RIO
100342,46,202221,2022-05-22,61,fisica,br,G,NOR
100342,205,202222,2022-05-29,56,fisica,br,M,NOR
100342,316,202222,2022-05-29,36,fisica,br,M,NOR
100342,196,202223,2022-06-05,105,fisica,br,M,SPO
100342,373,202224,2022-06-12,45,fisica,br,P,SUL
100342,184,202219,2022-05-08,160,fisica,br,G,SPO
100342,31,202221,2022-05-22,144,fisica,br,G,SPO
100342,91,202221,2022-05-22,28,fisica,br,P,SPO
100342,223,202223,2022-06-05,78,fisica,br,M,RIO
100342,157,202224,2022-06-12,70,fisica,br,M,SPO
100342,382,202225,2022-06-19,6,fisica,br,PP,RIO
100342,134,202220,2022-05-15,211,fisica,br,M,SPO
100342,230,202221,2022-05-22,49,fisica,br,P,RIO
100342,267,202222,2022-05-29,36,fisica,br,M,RIO
100342,260,202223,2022-06-05,28,fisica,br,PP,RIO
100342,334,202224,2022-06-12,34,fisica,br,P,SPO
100342,128,202218,2022-05-01,28,fisica,br,P,SPO
100342,225,202220,2022-05-15,72,fisica,br,M,SUL
100342,92,202220,2022-05-15,165,fisica,br,GG,SPO
100342,294,202221,2022-05-22,35,fisica,br,M,SPO
100342,312,202225,2022-06-19,34,fisica,br,M,SUL
100342,54,202220,2022-05-15,55,fisica,br,P,RIO
100342,299,202224,2022-06-12,86,fisica,br,M,RIO
100342,312,202224,2022-06-12,42,fisica,br,M,SUL
100342,298,202225,2022-06-19,16,fisica,br,M,NOR
100342,279,202225,2022-06-19,38,fisica,br,P,SPO
100342,162,202222,2022-05-29,30,fisica,br,M,RIO
100342,138,202223,2022-06-05,102,fisica,br,G,SPO
100342,367,202225,2022-06-19,16,fisica,br,P,SPO
100342,187,202218,2022-05-01,35,fisica,br,M,SPO
100342,368,202222,2022-05-29,67,fisica,br,M,SUL
100342,351,202223,2022-06-05,26,fisica,br,P,SPO
100342,176,202225,2022-06-19,45,fisica,br,G,NOR
100342,193,202225,2022-06-19,49,fisica,br,M,SUL
100342,325,202220,2022-05-15,28,fisica,br,P,SUL
100342,120,202221,2022-05-22,100,fisica,br,M,NOR
100342,158,202222,2022-05-29,80,fisica,br,M,NOR
100342,198,202222,2022-05-29,29,fisica,br,PP,SPO
100342,155,202224,2022-06-12,12,fisica,br,M,NOR
100342,352,202225,2022-06-19,26,fisica,br,P,SUL
100342,29,202218,2022-05-01,26,fisica,br,M,RIO
100342,148,202219,2022-05-08,64,fisica,br,M,NOR
100342,173,202220,2022-05-15,49,fisica,br,P,SPO
100342,22,202221,2022-05-22,64,fisica,br,M,SPO
100342,8,202221,2022-05-22,49,fisica,br,P,SUL
100342,330,202224,2022-06-12,31,fisica,br,M,RIO
100342,170,202225,2022-06-19,16,fisica,br,P,RIO
100342,340,202218,2022-05-01,19,fisica,br,P,NOR
100342,388,202219,2022-05-08,50,fisica,br,P,RIO
100342,195,202221,2022-05-22,28,fisica,br,P,RIO
100342,140,202222,2022-05-29,51,fisica,br,M,RIO
100342,308,202224,2022-06-12,8,fisica,br,PP,SPO
100342,30,202225,2022-06-19,96,fisica,br,GG,RIO
100342,329,202218,2022-05-01,19,fisica,br,P,RIO
100342,184,202222,2022-05-29,112,fisica,br,G,SPO
100342,5,202222,2022-05-29,72,fisica,br,M,SUL
100342,36,202224,2022-06-12,84,fisica,br,G,SPO
100342,72,202219,2022-05-08,81,fisica,br,G,NOR
100342,411,202225,2022-06-19,88,fisica,uy,G,URU
100342,52,202220,2022-05-15,179,fisica,br,M,RIO
100342,385,202223,2022-06-05,36,fisica,br,P,SPO
100342,24,202225,2022-06-19,42,fisica,br,P,SPO
100342,240,202225,2022-06-19,13,fisica,br,P,RIO
100342,264,202221,2022-05-22,75,fisica,br,M,NOR
100342,330,202222,2022-05-29,34,fisica,br,M,RIO
100342,263,202223,2022-06-05,97,fisica,br,M,NOR
100342,293,202219,2022-05-08,56,fisica,br,M,NOR
100342,354,202221,2022-05-22,48,fisica,br,P,SUL
100342,146,202219,2022-05-08,38,fisica,br,G,NOR
100342,233,202222,2022-05-29,31,fisica,br,M,NOR
100342,360,202222,2022-05-29,19,fisica,br,P,RIO
100342,191,202223,2022-06-05,31,fisica,br,P,RIO
100342,109,202224,2022-06-12,36,fisica,br,M,RIO
100342,267,202225,2022-06-19,25,fisica,br,M,RIO
100342,152,202225,2022-06-19,7,fisica,br,P,RIO
100342,216,202218,2022-05-01,22,fisica,br,M,NOR
100342,266,202219,2022-05-08,45,fisica,br,M,SUL
100342,164,202222,2022-05-29,47,fisica,br,P,SUL
100342,31,202223,2022-06-05,69,fisica,br,G,SPO
100342,341,202218,2022-05-01,23,fisica,br,P,SPO
100342,75,202223,2022-06-05,89,fisica,br,M,RIO
100342,278,202223,2022-06-05,58,fisica,br,P,RIO
100342,317,202225,2022-06-19,6,fisica,br,M,NOR
100342,96,202219,2022-05-08,81,fisica,br,M,RIO
100342,304,202222,2022-05-29,62,fisica,br,M,SUL
100342,95,202219,2022-05-08,83,fisica,br,M,RIO
100342,113,202222,2022-05-29,64,fisica,br,M,SPO
100342,273,202220,2022-05-15,53,fisica,br,P,RIO
100342,151,202224,2022-06-12,122,fisica,br,G,SUL
100342,73,202219,2022-05-08,51,fisica,br,G,RIO
100342,6,202222,2022-05-29,173,fisica,br,G,SPO
100342,104,202223,2022-06-05,61,fisica,br,M,NOR
100342,169,202225,2022-06-19,27,fisica,br,P,RIO
100342,144,202225,2022-06-19,79,fisica,br,M,SUL
100342,63,202219,2022-05-08,118,fisica,br,G,RIO
100342,237,202220,2022-05-15,61,fisica,br,P,SPO
100342,193,202223,2022-06-05,129,fisica,br,M,SUL
100342,284,202219,2022-05-08,24,fisica,br,M,NOR
100342,205,202220,2022-05-15,48,fisica,br,M,NOR
100342,143,202222,2022-05-29,28,fisica,br,P,RIO
100342,153,202222,2022-05-29,6,fisica,br,P,RIO
100342,150,202222,2022-05-29,61,fisica,br,G,RIO
100342,419,202224,2022-06-12,19,fisica,ar,G,ARG
100342,234,202221,2022-05-22,38,fisica,br,P,RIO
100342,84,202218,2022-05-01,30,fisica,br,G,RIO
100342,124,202219,2022-05-08,61,fisica,br,M,NOR
100342,327,202222,2022-05-29,35,fisica,br,P,RIO
100342,218,202223,2022-06-05,107,fisica,br,M,NOR
100342,264,202224,2022-06-12,18,fisica,br,M,NOR
100342,130,202219,2022-05-08,81,fisica,br,M,SPO
100342,279,202221,2022-05-22,82,fisica,br,P,SPO
100342,291,202220,2022-05-15,69,fisica,br,P,SPO
100342,70,202221,2022-05-22,40,fisica,br,M,NOR
100342,120,202222,2022-05-29,110,fisica,br,M,NOR
100342,100,202224,2022-06-12,152,fisica,br,GG,SUL
100342,282,202224,2022-06-12,15,fisica,br,PP,RIO
100342,216,202224,2022-06-12,18,fisica,br,M,NOR
100342,352,202224,2022-06-12,39,fisica,br,P,SUL
100342,338,202222,2022-05-29,46,fisica,br,P,RIO
100342,181,202222,2022-05-29,58,fisica,br,M,SPO
100342,262,202224,2022-06-12,25,fisica,br,PP,SPO
100342,175,202218,2022-05-01,77,fisica,br,M,SPO
100342,185,202219,2022-05-08,67,fisica,br,M,RIO
100342,413,202221,2022-05-22,111,fisica,uy,G,URU
100342,280,202221,2022-05-22,39,fisica,br,P,SPO
100342,64,202218,2022-05-01,51,fisica,br,P,SPO
100342,377,202221,2022-05-22,11,fisica,br,M,NOR
100342,218,202222,2022-05-29,68,fisica,br,M,NOR
100342,187,202219,2022-05-08,51,fisica,br,M,SPO
100342,226,202221,2022-05-22,25,fisica,br,P,SUL
100342,272,202221,2022-05-22,45,fisica,br,P,RIO
100342,350,202223,2022-06-05,31,fisica,br,M,RIO
100342,136,202223,2022-06-05,52,fisica,br,G,NOR
100342,231,202218,2022-05-01,62,fisica,br,M,RIO
100342,313,202220,2022-05-15,73,fisica,br,P,SPO
100342,181,202221,2022-05-22,73,fisica,br,M,SPO
100342,339,202219,2022-05-08,28,fisica,br,PP,SUL
100342,63,202221,2022-05-22,86,fisica,br,G,RIO
100342,332,202219,2022-05-08,53,fisica,br,P,RIO
100342,338,202218,2022-05-01,44,fisica,br,P,RIO
100342,233,202224,2022-06-12,20,fisica,br,M,NOR
100342,57,202219,2022-05-08,137,fisica,br,G,SUL
100342,287,202224,2022-06-12,17,fisica,br,P,NOR
100342,185,202225,2022-06-19,57,fisica,br,M,RIO
100342,121,202218,2022-05-01,16,fisica,br,P,RIO
100342,288,202221,2022-05-22,6,fisica,br,PP,RIO
100342,376,202222,2022-05-29,28,fisica,br,PP,SUL
100342,133,202224,2022-06-12,38,fisica,br,P,SPO
100342,304,202218,2022-05-01,73,fisica,br,M,SUL
100342,244,202223,2022-06-05,58,fisica,br,M,RIO
100342,109,202219,2022-05-08,62,fisica,br,M,RIO
100342,162,202218,2022-05-01,99,fisica,br,M,RIO
100342,389,202224,2022-06-12,25,fisica,br,PP,SUL
100342,322,202224,2022-06-12,52,fisica,br,G,SPO
100342,374,202219,2022-05-08,23,fisica,br,PP,SUL
100342,287,202223,2022-06-05,20,fisica,br,P,NOR
100342,69,202222,2022-05-29,70,fisica,br,G,NOR
100342,49,202224,2022-06-12,63,fisica,br,GG,RIO
100342,252,202224,2022-06-12,15,fisica,br,PP,NOR
100342,254,202219,2022-05-08,19,fisica,br,P,NOR
100342,237,202219,2022-05-08,39,fisica,br,P,SPO
100342,346,202220,2022-05-15,79,fisica,br,P,SUL
100342,263,202221,2022-05-22,70,fisica,br,M,NOR
100342,43,202224,2022-06-12,107,fisica,br,M,SPO
100342,86,202225,2022-06-19,26,fisica,br,M,RIO
100342,191,202219,2022-05-08,58,fisica,br,P,RIO
100342,302,202218,2022-05-01,16,fisica,br,P,NOR
100342,94,202221,2022-05-22,59,fisica,br,M,RIO
100342,191,202221,2022-05-22,15,fisica,br,P,RIO
100342,171,202222,2022-05-29,19,fisica,br,P,SPO
100342,206,202219,2022-05-08,102,fisica,br,M,SPO
100342,335,202223,2022-06-05,18,fisica,br,PP,NOR
100342,414,202221,2022-05-22,84,fisica,uy,G,URU
100342,49,202218,2022-05-01,75,fisica,br,GG,RIO
100342,358,202225,2022-06-19,23,fisica,br,M,RIO
100342,171,202225,2022-06-19,22,fisica,br,P,SPO
100342,164,202225,2022-06-19,27,fisica,br,P,SUL
100342,355,202219,2022-05-08,30,fisica,br,P,RIO
100342,326,202221,2022-05-22,15,fisica,br,P,SUL
100342,258,202221,2022-05-22,48,fisica,br,P,RIO
100342,349,202221,2022-05-22,18,fisica,br,PP,SPO
100342,179,202222,2022-05-29,28,fisica,br,M,SPO
100342,45,202218,2022-05-01,47,fisica,br,M,SPO
100342,253,202220,2022-05-15,106,fisica,br,M,RIO
100342,350,202221,2022-05-22,53,fisica,br,M,RIO
100342,320,202222,2022-05-29,14,fisica,br,M,SPO
100342,115,202222,2022-05-29,51,fisica,br,M,SPO
100342,17,202223,2022-06-05,155,fisica,br,M,SUL
100342,123,202219,2022-05-08,18,fisica,br,P,RIO
100342,245,202224,2022-06-12,29,fisica,br,M,NOR
100342,259,202219,2022-05-08,26,fisica,br,M,NOR
100342,254,202223,2022-06-05,29,fisica,br,P,NOR
100342,56,202223,2022-06-05,49,fisica,br,M,RIO
100342,198,202224,2022-06-12,40,fisica,br,PP,SPO
100342,349,202222,2022-05-29,24,fisica,br,PP,SPO
100342,232,202222,2022-05-29,19,fisica,br,P,NOR
100342,244,202222,2022-05-29,34,fisica,br,M,RIO
100342,229,202225,2022-06-19,8,fisica,br,P,RIO
100342,367,202221,2022-05-22,12,fisica,br,P,SPO
100342,289,202222,2022-05-29,5,fisica,br,P,NOR
100342,292,202223,2022-06-05,63,fisica,br,M,SPO
100342,130,202224,2022-06-12,52,fisica,br,M,SPO
100342,372,202219,2022-05-08,31,fisica,br,P,SPO
100342,299,202220,2022-05-15,74,fisica,br,M,RIO
100342,114,202221,2022-05-22,99,fisica,br,GG,SUL
100342,285,202223,2022-06-05,42,fisica,br,P,RIO
100342,261,202222,2022-05-29,64,fisica,br,P,SPO
100342,81,202220,2022-05-15,77,fisica,br,PP,NOR
100342,203,202221,2022-05-22,37,fisica,br,M,NOR
100342,112,202222,2022-05-29,17,fisica,br,M,NOR
